agency,approxname,approxdept,state_code,google_name,google_address,lat,lon,type
Monroe Police Dept,Monroe,Police Dept,NC,Monroe Police Department,"218 E Franklin St, Monroe, NC 28112, United States",34.982076,-80.5483065,"police,point_of_interest,establishment"
Prichard Police Dept,Prichard,Police Dept,AL,Prichard City Police Department,"216 E Prichard Ave, Mobile, AL 36610, United States",30.7305566,-88.0803041,"police,point_of_interest,establishment"
Goldsboro Police Dept,Goldsboro,Police Dept,NC,Goldsboro Police Department,"204 S Center St, Goldsboro, NC 27530, United States",35.3805173,-77.9971412,"police,point_of_interest,establishment"
Tacoma Police Dept,Tacoma,Police Dept,WA,Tacoma Police Department,"1501 S 72nd St, Tacoma, WA 98408, United States",47.1922051,-122.4539065,"police,point_of_interest,establishment"
Douglasville Police Dept,Douglasville,Police Dept,GA,Douglasville Police Department,"2083 Fairburn Rd, Douglasville, GA 30135, United States",33.74701,-84.705566,"police,point_of_interest,establishment"
City Of Seatac,,,WA,Seatac Police Department,"4800 S 188th St, SeaTac, WA 98188, United States",47.4336994,-122.2728327,"police,point_of_interest,establishment"
Memphis Police Dept,Memphis,Police Dept,TN,Memphis Police Department,"201 Poplar Ave LL-80, Memphis, TN 38103, United States",35.1489433,-90.0480865,"police,point_of_interest,establishment"
Oroville Police Dept,Oroville,Police Dept,CA,City of Oroville,"1735 Montgomery St, Oroville, CA 95965, United States",39.512857,-121.55834,"local_government_office,point_of_interest,establishment"
Daytona Beach Police Dept,Daytona Beach,Police Dept,FL,The City of Daytona Beach Police Department,"129 Valor Blvd, Daytona Beach, FL 32114, United States",29.2123306,-81.0873895,"police,point_of_interest,establishment"
Auburndale Police Dept,Auburndale,Police Dept,FL,Auburndale Police Department,"2 Bobby Green Plaza, Auburndale, FL 33823, United States",28.0640554,-81.7891851,"police,point_of_interest,establishment"
Kinston Police Dept,Kinston,Police Dept,NC,Kinston Police Department,"205 E King St, Kinston, NC 28501, United States",35.2584754,-77.5786738,"police,point_of_interest,establishment"
Holyoke Police Dept,Holyoke,Police Dept,MA,Holyoke City Police Department,"138 Appleton St, Holyoke, MA 01040, United States",42.2037966,-72.6085782,"police,point_of_interest,establishment"
Kingman Police Dept,Kingman,Police Dept,AZ,Kingman Police Department,"2730 E Andy Devine Ave, Kingman, AZ 86401, United States",35.2094601,-114.0175874,"police,point_of_interest,establishment"
Webster Police Dept,Webster,Police Dept,TX,Webster City Police Department,"217 Pennsylvania Ave, Webster, TX 77598, United States",29.5340863,-95.1167127,"police,point_of_interest,establishment"
Lufkin Police Dept,Lufkin,Police Dept,TX,Lufkin Police Department,"300 E Shepherd Ave, Lufkin, TX 75901, United States",31.3369342,-94.7268629,"police,point_of_interest,establishment"
Escanaba Public Safety Dept,,,MI,Escanaba Public Safety,"3rd Ave N, Escanaba, MI 49829, United States",45.7496068,-87.0751101,"local_government_office,point_of_interest,establishment"
Augusta Police Dept,Augusta,Police Dept,ME,Augusta Police Department,"33 Union St, Augusta, ME 04330, United States",44.3041957,-69.7771096,"police,point_of_interest,establishment"
Panama City Police Dept,Panama City,Police Dept,FL,Panama City Police Department,"1209 E 15th St, Panama City, FL 32405, United States",30.1763894,-85.6411956,"police,point_of_interest,establishment"
City Of Asbury Park Dept Of Public Safety,,,NJ,Asbury Park Police Department,"1 Municipal Plz, Asbury Park, NJ 07712, United States",40.2167609,-74.0136437,"local_government_office,police,point_of_interest,establishment"
Pittsburg Police Dept,Pittsburg,Police Dept,KS,Pittsburg Police Department,"201 N Pine St, Pittsburg, KS 66762, United States",37.4097485,-94.7067309,"police,point_of_interest,establishment"
Alice Police Dept,Alice,Police Dept,TX,Alice Police Department,"415 E Main St, Alice, TX 78332, United States",27.7504213,-98.07272,"police,point_of_interest,establishment"
City Of Galena Park Police Dept,City Of Galena Park,Police Dept,TX,Galena Park Police Department,"2207 Clinton Dr, Galena Park, TX 77547, United States",29.7328965,-95.245916,"police,point_of_interest,establishment"
Yakima Police Dept,Yakima,Police Dept,WA,Yakima City Police Department,"200 S 3rd St, Yakima, WA 98901, United States",46.5997999,-120.5026318,"police,point_of_interest,establishment"
Opelika Police Dept,Opelika,Police Dept,AL,Opelika Police Department,"501 S 10th St, Opelika, AL 36801, United States",32.6417256,-85.3776017,"police,point_of_interest,establishment"
Hannibal Police Dept,Hannibal,Police Dept,MO,Hannibal Police Department,"777 Broadway, Hannibal, MO 63401, United States",39.7067057,-91.3621015,"police,point_of_interest,establishment"
Atlantic City Police Dept,Atlantic City,Police Dept,NJ,Atlantic City Police Department,"2715 Atlantic Ave, Atlantic City, NJ 08401, United States",39.3556085,-74.4454064,"police,point_of_interest,establishment"
Cleveland,,,OH,Cleveland Police Department,"3481 Fulton Rd, Cleveland, OH 44109, United States",41.4595052,-81.711665,"police,point_of_interest,establishment"
Sidney Police Dept,Sidney,Police Dept,OH,Sidney Police Department,"234 W Court St, Sidney, OH 45365, United States",40.2845211,-84.1590808,"police,point_of_interest,establishment"
Covington Police Dept,Covington,Police Dept,GA,Covington Police Department,"1143 Oak St SE, Covington, GA 30014, United States",33.5951087,-83.8572349,"police,point_of_interest,establishment"
New Bern Police Dept,New Bern,Police Dept,NC,New Bern Police Department,"601 George St, New Bern, NC 28560, United States",35.1106944,-77.0447992,"police,point_of_interest,establishment"
Cincinnati Police Dept,Cincinnati,Police Dept,OH,Cincinnati Police District 2,"3295 Erie Ave, Cincinnati, OH 45208, United States",39.1409281,-84.4245788,"police,point_of_interest,establishment"
Dolton Police Dept,Dolton,Police Dept,IL,Dolton Police Department,"14030 Park Ave, Dolton, IL 60419, United States",41.6396465,-87.6103906,"police,point_of_interest,establishment"
Rome Police Dept,Rome,Police Dept,GA,Rome Police Department,"5 Government Plaza #300, Rome, GA 30161, United States",34.2564707,-85.1706852,"police,point_of_interest,establishment"
Jennings Police Dept,Jennings,Police Dept,MO,Jennings Police Department,"5445 Jennings Station Rd, St. Louis, MO 63136, United States",38.7109473,-90.2665985,"police,point_of_interest,establishment"
Key West Police Dept,Key West,Police Dept,FL,Key West Police Department,"1604 N Roosevelt Blvd, Key West, FL 33040, United States",24.557942,-81.787215,"police,point_of_interest,establishment"
Waycross Police Dept,Waycross,Police Dept,GA,Waycross Police Department,"512 Oak St, Waycross, GA 31501, United States",31.2167524,-82.3592887,"police,point_of_interest,establishment"
Terre Haute Police Dept,Terre Haute,Police Dept,IN,Terre Haute Police Department,"1211 Wabash Ave, Terre Haute, IN 47807, United States",39.4673284,-87.3988229,"police,point_of_interest,establishment"
Everett Police Dept,Everett,Police Dept,WA,Everett Police Department,"3002 Wetmore Ave, Everett, WA 98201, United States",47.9776733,-122.207712,"police,point_of_interest,establishment"
Independence Police Dept,Independence,Police Dept,MO,Independence Police Department,"223 N Memorial Dr, Independence, MO 64050, United States",39.0932734,-94.4125614,"police,point_of_interest,establishment"
St. Joseph Police Dept,St. Joseph,Police Dept,MO,St. Joseph Police Department,"501 Faraon St, St Joseph, MO 64501, United States",39.7693152,-94.8539515,"police,point_of_interest,establishment"
Chattanooga Police Dept,Chattanooga,Police Dept,TN,Chattanooga Police Department,"3410 Amnicola Hwy, Chattanooga, TN 37406, United States",35.0816283,-85.2632935,"police,point_of_interest,establishment"
Morristown Police Dept,Morristown,Police Dept,TN,Morristown Police Department,"100 W 1st N St, Morristown, TN 37814, United States",36.2146403,-83.292925,"police,point_of_interest,establishment"
Piqua Police Dept,Piqua,Police Dept,OH,Piqua Police Department,"100 N Wayne St, Piqua, OH 45356, United States",40.1466792,-84.241005,"police,point_of_interest,establishment"
Hendersonville Police Dept,Hendersonville,Police Dept,NC,Hendersonville Police Department,"145 5th Ave E, Hendersonville, NC 28792, United States",35.3181177,-82.4595156,"police,point_of_interest,establishment"
Salisbury Police Dept,Salisbury,Police Dept,MD,Salisbury City Police Department,"699 W Salisbury Pkwy, Salisbury, MD 21801, United States",38.3680949,-75.6093515,"police,point_of_interest,establishment"
Natchitoches Police Dept,Natchitoches,Police Dept,LA,Natchitoches Police Department,"400 Amulet St, Natchitoches, LA 71457, United States",31.7583843,-93.0913459,"police,point_of_interest,establishment"
Palm Springs Dept Of Public Safety,,,FL,Palm Springs Police Department,"230 Cypress Ln, Palm Springs, FL 33461, United States",26.641482,-80.0952754,"police,point_of_interest,establishment"
Anderson Police Dept,Anderson,Police Dept,CA,Anderson Police Department,"2220 North St, Anderson, CA 96007, United States",40.4532076,-122.298803,"police,point_of_interest,establishment"
Fairview Heights Police Dept,Fairview Heights,Police Dept,IL,Fairview Heights Police Department,"10027 Bunkum Rd, Fairview Heights, IL 62208, United States",38.5969338,-90.0117916,"police,point_of_interest,establishment"
Danville Police Dept,Danville,Police Dept,IL,Danville Police Department,"2 South St, Danville, IL 61832, United States",40.1232118,-87.6306339,"police,point_of_interest,establishment"
San Antonio Police Dept,San Antonio,Police Dept,TX,San Antonio Police Department,"5020 Prue Rd, San Antonio, TX 78240, United States",29.5431325,-98.5835632,"local_government_office,police,point_of_interest,establishment"
Kennett Police Dept,Kennett,Police Dept,MO,Kennett Police Department,"200 E 2nd St, Kennett, MO 63857, United States",36.235511,-90.0552902,"police,point_of_interest,establishment"
Gainesville Police Dept,Gainesville,Police Dept,TX,Cooke County Sheriff,"300 Co Rd 451, Gainesville, TX 76240, United States",33.6497254,-97.16841,"local_government_office,police,point_of_interest,establishment"
Ashland Police Dept,Ashland,Police Dept,KY,Ashland City Police Department,"1700 Greenup Ave # 1, Ashland, KY 41101, United States",38.4789694,-82.6381739,"police,point_of_interest,establishment"
Huntington City Police Dept,Huntington City,Police Dept,WV,Huntington Police Department,"675 10th St, Huntington, WV 25701, United States",38.4173247,-82.4413618,"police,point_of_interest,establishment"
Longview Police Dept,Longview,Police Dept,WA,Longview Police Department,"1351 Hudson St, Longview, WA 98632, United States",46.1369964,-122.935398,"police,point_of_interest,establishment"
Galion City Police Dept,Galion City,Police Dept,OH,Galion Police Station,"301 Harding Way E, Galion, OH 44833, United States",40.7335071,-82.785834,"police,point_of_interest,establishment"
Pascagoula Police Dept,Pascagoula,Police Dept,MS,City of Pascagoula Police Department,"611 Live Oak Ave, Pascagoula, MS 39567, United States",30.3701521,-88.5574928,"police,point_of_interest,establishment"
Lynnwood Police Dept,Lynnwood,Police Dept,WA,Lynnwood Police Department,"19321 44th Ave W, Lynnwood, WA 98036, United States",47.8232426,-122.2916236,"local_government_office,police,point_of_interest,establishment"
Hutchinson Police Dept,Hutchinson,Police Dept,KS,Hutchinson City Police Department,"210 W 1st Ave, Hutchinson, KS 67501, United States",38.0538264,-97.9367501,"police,point_of_interest,establishment"
Manchester Police Dept,Manchester,Police Dept,TN,Manchester Police Department,"200 W Fort St, Manchester, TN 37355, United States",35.4839472,-86.0894795,"police,point_of_interest,establishment"
Kingsport Police Dept,Kingsport,Police Dept,TN,Kingsport Police Department,"200 Shelby St, Kingsport, TN 37660, United States",36.547531,-82.5619365,"local_government_office,police,point_of_interest,establishment"
Oklahoma City Police Dept,Oklahoma City,Police Dept,OK,Oklahoma City Police Department,"3112 N Grand Blvd, Oklahoma City, OK 73112, United States",35.5010904,-97.5791914,"local_government_office,police,point_of_interest,establishment"
Riverdale Police Dept,Riverdale,Police Dept,GA,The City Of Riverdale,"6690 Church St, Riverdale, GA 30274, United States",33.5720529,-84.415362,"police,point_of_interest,establishment"
Springfield Police Dept,Springfield,Police Dept,IL,Springfield Police Chief,"800 E Monroe St, Springfield, IL 62701, United States",39.7990037,-89.6446073,"police,point_of_interest,establishment"
Dover Police Dept,Dover,Police Dept,DE,Dover Police Department,"400 S Queen St, Dover, DE 19904, United States",39.1545207,-75.5290609,"police,point_of_interest,establishment"
Slidell City Police Dept,Slidell City,Police Dept,LA,Slidell City Marshall,"501 Bouscaren St, Slidell, LA 70458, United States",30.2751783,-89.7791043,"police,point_of_interest,establishment"
Greenville Police Dept,Greenville,Police Dept,MS,Greenville Police Department,"216 Main St, Greenville, MS 38701, United States",33.411812,-91.0640955,"police,point_of_interest,establishment"
New Albany Police Dept,New Albany,Police Dept,IN,New Albany Police Department,"311 Hauss Square # 131, New Albany, IN 47150, United States",38.2844364,-85.8253688,"police,point_of_interest,establishment"
Lagrange Police Dept,Lagrange,Police Dept,GA,LaGrange Police Department,"100 W Haralson St, LaGrange, GA 30241, United States",33.0409036,-85.0303344,"police,point_of_interest,establishment"
Donna City Police Dept,Donna City,Police Dept,TX,Donna Police Department,"207 S 10th St, Donna, TX 78537, United States",26.1684375,-98.0536797,"police,point_of_interest,establishment"
Ardmore Police Dept,Ardmore,Police Dept,OK,Ardmore Police Department,"23 S Washington St, Ardmore, OK 73401, United States",34.17166,-97.1292545,"police,point_of_interest,establishment"
Dayton,,,OH,Dayton Police Department-Administration Dir,"335 W 3rd St, Dayton, OH 45402, United States",39.7587532,-84.1975393,"police,point_of_interest,establishment"
Portsmouth Police Dept,Portsmouth,Police Dept,OH,Portsmouth Police Record Bur,"728 2nd St, Portsmouth, OH 45662, United States",38.731,-82.9977,"police,point_of_interest,establishment"
East Chicago Police Dept,East Chicago,Police Dept,IN,East Chicago Police Department,"2301 E Columbus Dr, East Chicago, IN 46312, United States",41.638056,-87.4436038,"police,point_of_interest,establishment"
